, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets, cibil_category
3764,4, Graduate, Yes,8300000,25400000,4,624, Approved,30200000,26900000,Fair
3765,1, Graduate, No,4600000,16700000,16,407, Rejected,12600000,19000000,Poor
3766,3, Not Graduate, Yes,5600000,11600000,12,756, Approved,26200000,5100000,Excellent
3767,3, Graduate, Yes,4100000,8300000,16,351, Rejected,13300000,6100000,Poor
3768,3, Not Graduate, No,3700000,13400000,18,373, Rejected,15700000,2900000,Poor
3769,4, Not Graduate, Yes,800000,2400000,2,461, Approved,2600000,2600000,Poor
3770,4, Graduate, No,8100000,28100000,12,672, Approved,26700000,14800000,Good
3771,2, Graduate, Yes,2700000,9500000,10,434, Rejected,9900000,4200000,Poor
3772,2, Not Graduate, Yes,7000000,21400000,12,541, Rejected,29400000,5000000,Poor
3773,3, Not Graduate, Yes,8100000,29300000,2,413, Approved,31900000,23200000,Poor
3774,1, Graduate, No,3200000,7600000,4,592, Approved,12800000,4400000,Fair
3775,4, Not Graduate, Yes,400000,1400000,10,665, Approved,1700000,600000,Good
3776,1, Graduate, No,7800000,23900000,4,313, Approved,33900000,17900000,Poor
3777,0, Not Graduate, No,5800000,19600000,14,673, Approved,25200000,19600000,Good
3778,0, Not Graduate, Yes,2600000,6000000,8,382, Rejected,9800000,3900000,Poor
3779,5, Not Graduate, No,5400000,21100000,12,661, Approved,25500000,26200000,Good
3780,3, Graduate, Yes,600000,1700000,4,576, Approved,2600000,500000,Fair
3781,1, Graduate, No,600000,1200000,14,443, Rejected,3000000,1700000,Poor
3782,5, Graduate, Yes,9500000,21700000,16,307, Rejected,38200000,30200000,Poor
3783,4, Graduate, Yes,1900000,4800000,12,656, Approved,7100000,3100000,Good
3784,1, Graduate, Yes,9800000,21200000,4,885, Approved,48100000,34400000,Excellent
3785,3, Graduate, No,7800000,16600000,20,896, Approved,36000000,23200000,Excellent
3786,5, Not Graduate, No,4900000,14100000,2,802, Approved,18800000,10800000,Excellent
3787,3, Graduate, Yes,8300000,22700000,2,650, Approved,23800000,19600000,Fair
3788,4, Not Graduate, Yes,3900000,8900000,10,665, Approved,14500000,13300000,Good
3789,2, Graduate, No,9000000,35700000,12,339, Rejected,28500000,23600000,Poor
3790,1, Not Graduate, No,9600000,32400000,20,447, Rejected,24500000,33800000,Poor
3791,5, Not Graduate, Yes,1000000,2400000,18,613, Approved,3200000,2900000,Fair
3792,5, Graduate, No,2800000,7200000,16,424, Rejected,9300000,5900000,Poor
3793,2, Not Graduate, No,8300000,20800000,6,667, Approved,32200000,23400000,Good
3794,4, Not Graduate, Yes,6900000,18300000,18,715, Approved,22500000,8800000,Good
3795,5, Not Graduate, Yes,3800000,9100000,18,654, Approved,13200000,13000000,Good
3796,2, Not Graduate, No,8000000,17800000,20,549, Rejected,38200000,12100000,Poor
3797,4, Graduate, Yes,9800000,29700000,4,373, Approved,47800000,16600000,Poor
3798,0, Graduate, Yes,2900000,7200000,16,332, Rejected,11200000,9300000,Poor
3799,4, Graduate, No,7900000,31500000,20,534, Rejected,28000000,20900000,Poor
3800,3, Not Graduate, No,4600000,17900000,8,396, Rejected,14900000,14700000,Poor
3801,2, Graduate, No,1000000,3700000,18,892, Approved,3500000,3000000,Excellent
3802,5, Graduate, No,9000000,21300000,14,602, Approved,46400000,11100000,Fair
3803,0, Graduate, Yes,9400000,36100000,10,615, Approved,36500000,25000000,Fair
3804,5, Graduate, Yes,7400000,23300000,20,482, Rejected,35900000,19300000,Poor
3805,0, Graduate, No,6600000,20100000,16,397, Rejected,25600000,26200000,Poor
3806,0, Not Graduate, No,1300000,3400000,10,464, Rejected,4900000,1400000,Poor
3807,0, Graduate, Yes,1100000,3400000,14,832, Approved,6000000,3400000,Excellent
3808,5, Graduate, No,9200000,34800000,12,802, Approved,32300000,33000000,Excellent
3809,2, Graduate, No,7000000,23900000,18,628, Approved,32400000,20000000,Fair
3810,4, Graduate, No,5100000,18800000,10,694, Approved,17600000,11700000,Good
3811,1, Not Graduate, Yes,3200000,9300000,20,741, Approved,9200000,7300000,Good
3812,1, Not Graduate, Yes,3700000,10900000,14,748, Approved,17300000,6500000,Good
3813,5, Graduate, No,3600000,12800000,4,320, Approved,15500000,5400000,Poor
3814,1, Graduate, No,5600000,11700000,10,774, Approved,19600000,15300000,Excellent
3815,0, Not Graduate, Yes,9500000,32000000,2,500, Approved,30100000,18000000,Poor
3816,4, Not Graduate, No,1500000,4000000,18,706, Approved,6100000,2700000,Good
3817,4, Not Graduate, No,7400000,18300000,10,601, Approved,34900000,29000000,Fair
3818,2, Graduate, No,6000000,17400000,16,806, Approved,23700000,3900000,Excellent
3819,0, Graduate, Yes,3000000,9600000,6,644, Approved,13500000,4600000,Fair
3820,4, Graduate, Yes,6000000,12900000,14,723, Approved,17700000,2300000,Good
3821,5, Graduate, Yes,600000,1500000,12,509, Rejected,2700000,1700000,Poor
3822,0, Graduate, No,1800000,6600000,4,898, Approved,6000000,2500000,Excellent
3823,2, Graduate, Yes,5500000,12000000,2,567, Approved,18500000,11900000,Fair
3824,1, Graduate, No,1000000,2100000,6,715, Approved,3300000,3200000,Good
3825,2, Not Graduate, Yes,1700000,3500000,10,854, Approved,5100000,7400000,Excellent
3826,1, Graduate, Yes,3400000,12300000,8,523, Rejected,10900000,10800000,Poor
3827,1, Graduate, Yes,9600000,35900000,8,534, Rejected,37300000,42200000,Poor
3828,0, Not Graduate, Yes,2600000,7600000,18,470, Rejected,8400000,1400000,Poor
3829,1, Graduate, No,1600000,3500000,18,619, Approved,7800000,3300000,Fair
3830,0, Graduate, Yes,4300000,12800000,20,572, Approved,17100000,10800000,Fair
3831,3, Graduate, No,1400000,3500000,16,365, Rejected,4500000,4800000,Poor
3832,0, Not Graduate, No,8000000,18000000,16,791, Approved,34000000,24200000,Excellent
3833,4, Not Graduate, Yes,5000000,18100000,12,424, Rejected,20600000,7200000,Poor
3834,5, Graduate, No,4500000,10200000,12,726, Approved,21700000,11500000,Good
3835,1, Graduate, No,3400000,9900000,2,736, Approved,15100000,8700000,Good
3836,5, Graduate, Yes,5700000,12800000,14,488, Rejected,18700000,14600000,Poor
3837,2, Not Graduate, Yes,2600000,7600000,10,400, Rejected,13300000,9600000,Poor
3838,0, Graduate, Yes,4500000,12200000,20,311, Rejected,15100000,16200000,Poor
3839,2, Not Graduate, Yes,5100000,16800000,2,504, Approved,21500000,9100000,Poor
3840,4, Not Graduate, Yes,5100000,18600000,20,312, Rejected,22000000,15600000,Poor
3841,5, Graduate, Yes,1700000,6500000,14,587, Approved,7900000,2100000,Fair
3842,1, Not Graduate, No,5200000,10500000,20,317, Rejected,24600000,11000000,Poor
3843,4, Not Graduate, No,8400000,29000000,2,463, Approved,26800000,13800000,Poor
3844,1, Not Graduate, Yes,9000000,34000000,16,842, Approved,28700000,23200000,Excellent
3845,4, Graduate, Yes,3400000,11800000,20,616, Approved,12800000,8300000,Fair
3846,1, Not Graduate, No,5400000,19400000,8,800, Approved,22500000,6900000,Excellent
3847,0, Graduate, Yes,700000,2100000,12,813, Approved,2700000,1500000,Excellent
3848,2, Graduate, No,7600000,24800000,12,564, Approved,31400000,20200000,Fair
3849,2, Not Graduate, No,5000000,14700000,12,837, Approved,16500000,9400000,Excellent
3850,5, Not Graduate, Yes,2500000,9400000,16,735, Approved,11200000,2200000,Good
3851,4, Not Graduate, Yes,2000000,5200000,16,724, Approved,7400000,9000000,Good
3852,5, Not Graduate, No,9000000,23900000,12,658, Approved,38200000,10300000,Good
3853,5, Graduate, No,8300000,31800000,16,858, Approved,34800000,35700000,Excellent
3854,0, Not Graduate, Yes,3100000,8500000,8,614, Approved,14300000,6300000,Fair
3855,2, Graduate, Yes,8500000,25600000,16,714, Approved,22900000,26200000,Good
3856,2, Graduate, Yes,1200000,4600000,20,605, Approved,5200000,5100000,Fair
3857,4, Graduate, Yes,2800000,5500000,8,875, Approved,9300000,10900000,Excellent
3858,5, Graduate, Yes,2800000,10900000,6,359, Rejected,10600000,8300000,Poor
3859,5, Graduate, Yes,6500000,24100000,6,441, Rejected,20500000,23700000,Poor
3860,4, Graduate, No,8700000,25200000,18,790, Approved,26800000,34100000,Excellent
3861,1, Not Graduate, Yes,5400000,13600000,4,821, Approved,25500000,20300000,Excellent
3862,2, Not Graduate, No,8600000,33300000,16,375, Rejected,36700000,30800000,Poor
3863,3, Graduate, No,4700000,9600000,10,545, Rejected,17300000,12400000,Poor
3864,5, Not Graduate, Yes,1100000,3900000,4,891, Approved,4300000,1300000,Excellent
3865,0, Graduate, No,6400000,14000000,8,486, Rejected,27600000,17800000,Poor
3866,0, Graduate, No,4300000,9900000,4,696, Approved,19100000,14500000,Good
3867,5, Not Graduate, Yes,2900000,11100000,4,683, Approved,12700000,5600000,Good
3868,5, Not Graduate, No,9600000,27100000,8,594, Approved,40100000,30100000,Fair
3869,3, Not Graduate, Yes,900000,2500000,20,529, Rejected,3900000,1200000,Poor
3870,5, Not Graduate, No,8100000,26300000,4,429, Approved,29100000,12100000,Poor
3871,0, Not Graduate, Yes,8800000,25000000,4,400, Rejected,33000000,15300000,Poor
3872,0, Graduate, No,8800000,17500000,4,848, Approved,36700000,33600000,Excellent
3873,1, Not Graduate, No,6400000,21500000,6,489, Rejected,26500000,6200000,Poor
3874,2, Graduate, No,2900000,6600000,10,326, Rejected,10800000,10800000,Poor
3875,5, Graduate, No,1600000,6100000,8,663, Approved,7600000,4700000,Good
3876,1, Not Graduate, No,1600000,5100000,18,729, Approved,7100000,4500000,Good
3877,2, Graduate, Yes,3100000,10700000,4,398, Approved,9400000,6100000,Poor
3878,2, Not Graduate, Yes,5600000,16700000,14,856, Approved,19900000,10600000,Excellent
3879,3, Graduate, Yes,8100000,19900000,20,347, Rejected,35300000,37200000,Poor
3880,3, Not Graduate, No,9100000,19300000,12,696, Approved,43400000,33900000,Good
3881,0, Graduate, Yes,5500000,17100000,8,353, Rejected,22300000,600000,Poor
3882,1, Graduate, Yes,9700000,34300000,20,756, Approved,40900000,34200000,Excellent
3883,4, Graduate, No,2300000,5400000,16,490, Rejected,7600000,9900000,Poor
3884,1, Not Graduate, Yes,5600000,18000000,10,531, Rejected,28200000,15500000,Poor
3885,2, Not Graduate, Yes,4500000,16600000,4,679, Approved,16700000,13400000,Good
3886,1, Graduate, Yes,500000,1800000,8,877, Approved,1700000,300000,Excellent
3887,0, Graduate, No,4200000,11000000,20,817, Approved,17800000,9100000,Excellent
3888,1, Not Graduate, No,9100000,23300000,18,792, Approved,44500000,13400000,Excellent
3889,4, Graduate, Yes,3200000,12800000,18,664, Approved,9700000,9700000,Good
3890,4, Graduate, Yes,6200000,21300000,16,882, Approved,17000000,15300000,Excellent
3891,3, Not Graduate, Yes,2500000,7700000,10,768, Approved,10600000,4900000,Excellent
3892,0, Graduate, No,9100000,27100000,12,787, Approved,44300000,27200000,Excellent
3893,3, Graduate, Yes,500000,900000,12,538, Rejected,1800000,700000,Poor
3894,4, Not Graduate, No,6900000,18000000,8,347, Rejected,27000000,25700000,Poor
3895,0, Graduate, Yes,1800000,5200000,16,317, Rejected,5300000,6400000,Poor
3896,0, Graduate, Yes,4000000,14500000,2,713, Approved,16900000,11100000,Good
3897,1, Not Graduate, No,3900000,12300000,10,683, Approved,14100000,1700000,Good
3898,2, Not Graduate, Yes,8000000,28100000,18,765, Approved,25900000,34500000,Excellent
3899,5, Graduate, No,900000,3200000,10,803, Approved,3100000,3300000,Excellent
3900,0, Graduate, Yes,8200000,29700000,6,405, Rejected,29600000,4700000,Poor
3901,5, Graduate, No,2300000,4900000,4,529, Rejected,11200000,10100000,Poor
3902,5, Graduate, Yes,6900000,19400000,6,801, Approved,22500000,19500000,Excellent
3903,3, Not Graduate, No,8800000,30700000,12,707, Approved,40800000,15100000,Good
3904,1, Graduate, No,2600000,7200000,8,349, Rejected,12400000,7300000,Poor
3905,1, Graduate, No,3700000,8700000,20,885, Approved,13500000,9700000,Excellent
3906,2, Graduate, Yes,6200000,23800000,4,489, Approved,24600000,10400000,Poor
3907,3, Graduate, Yes,1000000,2600000,6,341, Rejected,4700000,4600000,Poor
3908,1, Not Graduate, No,6000000,20000000,12,637, Approved,28600000,15100000,Fair
3909,1, Not Graduate, Yes,9100000,31400000,4,304, Approved,39800000,30800000,Poor
3910,1, Graduate, No,1700000,6700000,16,537, Rejected,4600000,7200000,Poor
3911,5, Not Graduate, Yes,1700000,4600000,12,503, Rejected,6000000,3100000,Poor
3912,1, Graduate, No,7100000,14300000,12,720, Approved,35700000,5100000,Good
3913,5, Graduate, No,9400000,36800000,10,509, Rejected,28700000,28100000,Poor
3914,5, Not Graduate, No,6200000,16400000,6,360, Rejected,28700000,8100000,Poor
3915,1, Graduate, No,8300000,31800000,16,818, Approved,40700000,30800000,Excellent
3916,1, Graduate, Yes,8900000,21200000,8,716, Approved,31700000,14600000,Good
3917,1, Graduate, Yes,6500000,14800000,12,360, Rejected,22300000,5600000,Poor
3918,3, Graduate, Yes,8100000,26700000,10,895, Approved,27000000,14900000,Excellent
3919,2, Not Graduate, No,4900000,13500000,8,328, Rejected,21700000,18600000,Poor
3920,4, Graduate, No,9100000,26600000,2,812, Approved,43500000,35200000,Excellent
3921,3, Graduate, Yes,9000000,33100000,16,456, Rejected,33100000,30800000,Poor
3922,4, Graduate, Yes,1300000,3900000,16,566, Approved,5000000,900000,Fair
3923,1, Not Graduate, No,6700000,25000000,20,598, Approved,20600000,18200000,Fair
3924,5, Not Graduate, No,3200000,9300000,6,656, Approved,16900000,10200000,Good
3925,0, Not Graduate, No,7500000,28700000,2,895, Approved,28700000,6100000,Excellent
3926,3, Graduate, No,4900000,12800000,14,653, Approved,20200000,8300000,Good
3927,1, Not Graduate, Yes,700000,1800000,16,641, Approved,2500000,2500000,Fair
3928,2, Graduate, No,6400000,16500000,8,544, Rejected,20600000,18400000,Poor
3929,0, Not Graduate, Yes,3900000,14100000,20,811, Approved,15800000,9300000,Excellent
3930,4, Graduate, No,9700000,26900000,10,460, Rejected,40700000,15300000,Poor
3931,5, Graduate, Yes,3600000,12500000,12,795, Approved,15900000,13300000,Excellent
3932,2, Graduate, Yes,3400000,10300000,4,745, Approved,13900000,8900000,Good
3933,0, Not Graduate, No,9800000,20100000,16,606, Approved,46000000,7000000,Fair
3934,1, Not Graduate, No,5100000,14200000,6,451, Rejected,17000000,13700000,Poor
3935,4, Graduate, Yes,5900000,11800000,8,479, Rejected,19600000,12200000,Poor
3936,5, Graduate, No,1200000,2400000,14,495, Rejected,5400000,3600000,Poor
3937,2, Not Graduate, No,9700000,30200000,14,769, Approved,33900000,37300000,Excellent
3938,5, Not Graduate, Yes,4700000,11800000,4,639, Approved,14900000,4300000,Fair
3939,5, Graduate, No,4200000,12500000,18,723, Approved,19000000,1500000,Good
3940,4, Graduate, No,9300000,26100000,16,623, Approved,31800000,22200000,Fair
3941,3, Not Graduate, Yes,5300000,20800000,6,487, Rejected,22700000,13100000,Poor
3942,0, Graduate, No,7600000,30100000,2,743, Approved,37200000,29400000,Good
3943,2, Graduate, No,6200000,16900000,12,754, Approved,23200000,6500000,Excellent
3944,0, Graduate, No,8900000,21600000,10,552, Approved,32600000,12200000,Fair
3945,4, Not Graduate, Yes,7900000,27300000,10,560, Approved,39400000,37500000,Fair
3946,1, Graduate, Yes,3500000,10800000,14,632, Approved,15100000,8400000,Fair
3947,2, Graduate, No,5300000,16700000,18,339, Rejected,16100000,7900000,Poor
3948,2, Not Graduate, No,1400000,3100000,4,881, Approved,6100000,4100000,Excellent
3949,1, Not Graduate, Yes,9100000,23600000,20,535, Rejected,30900000,20400000,Poor
3950,4, Not Graduate, No,4400000,17200000,4,563, Approved,15600000,7800000,Fair
3951,5, Not Graduate, No,2800000,8200000,14,615, Approved,9400000,10700000,Fair
3952,3, Not Graduate, No,1300000,3300000,8,795, Approved,6200000,2200000,Excellent
3953,4, Graduate, No,8400000,28700000,14,878, Approved,32500000,31700000,Excellent
3954,5, Graduate, Yes,5300000,14000000,6,633, Approved,18900000,16300000,Fair
3955,2, Graduate, No,6000000,13900000,4,533, Rejected,18700000,12600000,Poor
3956,2, Not Graduate, Yes,2100000,6800000,12,795, Approved,9600000,8000000,Excellent
3957,0, Not Graduate, No,4300000,11000000,4,374, Rejected,14000000,14400000,Poor
3958,4, Not Graduate, Yes,7300000,22900000,12,848, Approved,32600000,9200000,Excellent
3959,2, Graduate, No,5200000,16200000,12,890, Approved,19700000,20100000,Excellent
3960,3, Graduate, No,4700000,9800000,14,444, Rejected,19500000,8500000,Poor
3961,4, Graduate, No,7800000,28500000,4,803, Approved,30900000,26800000,Excellent
3962,3, Graduate, Yes,500000,1900000,18,618, Approved,1400000,500000,Fair
3963,1, Not Graduate, Yes,6000000,20300000,14,845, Approved,32400000,12800000,Excellent
3964,4, Graduate, No,4800000,10800000,12,833, Approved,23500000,7000000,Excellent
3965,3, Graduate, Yes,8900000,19300000,12,767, Approved,32400000,14200000,Excellent
3966,1, Graduate, Yes,1800000,4000000,16,747, Approved,5500000,900000,Good
3967,2, Graduate, No,3000000,7000000,4,588, Approved,15300000,8700000,Fair
3968,4, Not Graduate, No,7700000,24500000,20,582, Approved,35600000,16400000,Fair
3969,1, Not Graduate, No,8300000,20400000,14,348, Rejected,33800000,18100000,Poor
3970,4, Not Graduate, No,4200000,9400000,4,726, Approved,21600000,18100000,Good
3971,4, Graduate, Yes,8000000,31200000,6,482, Rejected,27900000,31300000,Poor
3972,2, Graduate, Yes,9400000,30000000,16,565, Approved,37200000,5100000,Fair
3973,1, Graduate, No,800000,2400000,16,872, Approved,2800000,3600000,Excellent
3974,0, Graduate, Yes,500000,1300000,4,825, Approved,2000000,600000,Excellent
3975,2, Graduate, Yes,6100000,22300000,8,694, Approved,30100000,27100000,Good
3976,3, Graduate, Yes,8500000,30800000,20,448, Rejected,30800000,24400000,Poor
3977,5, Graduate, Yes,7600000,18000000,12,452, Rejected,28500000,12200000,Poor
3978,3, Not Graduate, No,8700000,17900000,12,897, Approved,44100000,19900000,Excellent
3979,4, Not Graduate, No,9400000,20200000,10,803, Approved,39200000,25800000,Excellent
3980,1, Not Graduate, Yes,400000,900000,8,828, Approved,1800000,1100000,Excellent
3981,0, Graduate, No,2700000,7500000,6,832, Approved,12500000,8900000,Excellent
3982,1, Not Graduate, Yes,2300000,5500000,6,861, Approved,6400000,2800000,Excellent
3983,0, Graduate, No,7500000,15900000,2,535, Rejected,28100000,23200000,Poor
3984,4, Not Graduate, Yes,7100000,19400000,16,363, Rejected,26600000,20500000,Poor
3985,1, Not Graduate, Yes,8800000,28600000,8,631, Approved,32700000,24200000,Fair
3986,2, Not Graduate, No,8400000,20700000,6,513, Rejected,26700000,16900000,Poor
3987,0, Graduate, Yes,4700000,16200000,16,317, Rejected,11900000,13100000,Poor
3988,1, Graduate, No,6900000,19500000,2,809, Approved,32200000,16700000,Excellent
3989,3, Not Graduate, No,2400000,8200000,10,531, Rejected,7700000,8700000,Poor
