 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets,loan_to_income_ratio,assets_to_loan_ratio, cibil_category
1, Not Graduate, Yes,700000,1800000,16,641, Approved,2500000,2500000,2.5714285714285716,2.7777777777777777,Fair
2, Graduate, No,6400000,16500000,8,544, Rejected,20600000,18400000,2.578125,2.3636363636363638,Poor
0, Not Graduate, Yes,3900000,14100000,20,811, Approved,15800000,9300000,3.6153846153846154,1.7801418439716312,Excellent
4, Graduate, No,9700000,26900000,10,460, Rejected,40700000,15300000,2.7731958762886597,2.0817843866171004,Poor
5, Graduate, Yes,3600000,12500000,12,795, Approved,15900000,13300000,3.4722222222222223,2.336,Excellent
2, Graduate, Yes,3400000,10300000,4,745, Approved,13900000,8900000,3.0294117647058822,2.2135922330097086,Good
0, Not Graduate, No,9800000,20100000,16,606, Approved,46000000,7000000,2.0510204081632653,2.63681592039801,Fair
1, Not Graduate, No,5100000,14200000,6,451, Rejected,17000000,13700000,2.784313725490196,2.1619718309859155,Poor
4, Graduate, Yes,5900000,11800000,8,479, Rejected,19600000,12200000,2.0,2.694915254237288,Poor
5, Graduate, No,1200000,2400000,14,495, Rejected,5400000,3600000,2.0,3.75,Poor
2, Not Graduate, No,9700000,30200000,14,769, Approved,33900000,37300000,3.11340206185567,2.357615894039735,Excellent
5, Not Graduate, Yes,4700000,11800000,4,639, Approved,14900000,4300000,2.5106382978723403,1.6271186440677967,Fair
5, Graduate, No,4200000,12500000,18,723, Approved,19000000,1500000,2.9761904761904763,1.64,Good
4, Graduate, No,9300000,26100000,16,623, Approved,31800000,22200000,2.806451612903226,2.0689655172413794,Fair
3, Not Graduate, Yes,5300000,20800000,6,487, Rejected,22700000,13100000,3.9245283018867925,1.7211538461538463,Poor
0, Graduate, No,7600000,30100000,2,743, Approved,37200000,29400000,3.960526315789474,2.212624584717608,Good
2, Graduate, No,6200000,16900000,12,754, Approved,23200000,6500000,2.725806451612903,1.757396449704142,Excellent
0, Graduate, No,8900000,21600000,10,552, Approved,32600000,12200000,2.4269662921348316,2.074074074074074,Fair
4, Not Graduate, Yes,7900000,27300000,10,560, Approved,39400000,37500000,3.4556962025316458,2.816849816849817,Fair
1, Graduate, Yes,3500000,10800000,14,632, Approved,15100000,8400000,3.085714285714286,2.175925925925926,Fair
2, Graduate, No,5300000,16700000,18,339, Rejected,16100000,7900000,3.150943396226415,1.437125748502994,Poor
2, Not Graduate, No,1400000,3100000,4,881, Approved,6100000,4100000,2.2142857142857144,3.2903225806451615,Excellent
1, Not Graduate, Yes,9100000,23600000,20,535, Rejected,30900000,20400000,2.5934065934065935,2.1737288135593222,Poor
4, Not Graduate, No,4400000,17200000,4,563, Approved,15600000,7800000,3.909090909090909,1.3604651162790697,Fair
5, Not Graduate, No,2800000,8200000,14,615, Approved,9400000,10700000,2.9285714285714284,2.451219512195122,Fair
3, Not Graduate, No,1300000,3300000,8,795, Approved,6200000,2200000,2.5384615384615383,2.5454545454545454,Excellent
4, Graduate, No,8400000,28700000,14,878, Approved,32500000,31700000,3.4166666666666665,2.2369337979094075,Excellent
5, Graduate, Yes,5300000,14000000,6,633, Approved,18900000,16300000,2.641509433962264,2.5142857142857142,Fair
2, Graduate, No,6000000,13900000,4,533, Rejected,18700000,12600000,2.316666666666667,2.2517985611510793,Poor
2, Not Graduate, Yes,2100000,6800000,12,795, Approved,9600000,8000000,3.238095238095238,2.588235294117647,Excellent
0, Not Graduate, No,4300000,11000000,4,374, Rejected,14000000,14400000,2.558139534883721,2.581818181818182,Poor
4, Not Graduate, Yes,7300000,22900000,12,848, Approved,32600000,9200000,3.136986301369863,1.8253275109170306,Excellent
2, Graduate, No,5200000,16200000,12,890, Approved,19700000,20100000,3.1153846153846154,2.45679012345679,Excellent
3, Graduate, No,4700000,9800000,14,444, Rejected,19500000,8500000,2.0851063829787235,2.857142857142857,Poor
4, Graduate, No,7800000,28500000,4,803, Approved,30900000,26800000,3.6538461538461537,2.024561403508772,Excellent
3, Graduate, Yes,500000,1900000,18,618, Approved,1400000,500000,3.8,1.0,Fair
1, Not Graduate, Yes,6000000,20300000,14,845, Approved,32400000,12800000,3.3833333333333333,2.226600985221675,Excellent
4, Graduate, No,4800000,10800000,12,833, Approved,23500000,7000000,2.25,2.824074074074074,Excellent
3, Graduate, Yes,8900000,19300000,12,767, Approved,32400000,14200000,2.168539325842697,2.4145077720207255,Excellent
1, Graduate, Yes,1800000,4000000,16,747, Approved,5500000,900000,2.2222222222222223,1.6,Good
2, Graduate, No,3000000,7000000,4,588, Approved,15300000,8700000,2.3333333333333335,3.4285714285714284,Fair
4, Not Graduate, No,7700000,24500000,20,582, Approved,35600000,16400000,3.1818181818181817,2.122448979591837,Fair
1, Not Graduate, No,8300000,20400000,14,348, Rejected,33800000,18100000,2.4578313253012047,2.5441176470588234,Poor
4, Not Graduate, No,4200000,9400000,4,726, Approved,21600000,18100000,2.238095238095238,4.223404255319149,Good
4, Graduate, Yes,8000000,31200000,6,482, Rejected,27900000,31300000,3.9,1.8974358974358974,Poor
2, Graduate, Yes,9400000,30000000,16,565, Approved,37200000,5100000,3.1914893617021276,1.41,Fair
1, Graduate, No,800000,2400000,16,872, Approved,2800000,3600000,3.0,2.6666666666666665,Excellent
0, Graduate, Yes,500000,1300000,4,825, Approved,2000000,600000,2.6,2.0,Excellent
2, Graduate, Yes,6100000,22300000,8,694, Approved,30100000,27100000,3.6557377049180326,2.5650224215246635,Good
3, Graduate, Yes,8500000,30800000,20,448, Rejected,30800000,24400000,3.623529411764706,1.7922077922077921,Poor
5, Graduate, Yes,7600000,18000000,12,452, Rejected,28500000,12200000,2.3684210526315788,2.261111111111111,Poor
3, Not Graduate, No,8700000,17900000,12,897, Approved,44100000,19900000,2.057471264367816,3.5754189944134076,Excellent
4, Not Graduate, No,9400000,20200000,10,803, Approved,39200000,25800000,2.148936170212766,3.217821782178218,Excellent
1, Not Graduate, Yes,400000,900000,8,828, Approved,1800000,1100000,2.25,3.2222222222222223,Excellent
0, Graduate, No,2700000,7500000,6,832, Approved,12500000,8900000,2.7777777777777777,2.8533333333333335,Excellent
1, Not Graduate, Yes,2300000,5500000,6,861, Approved,6400000,2800000,2.391304347826087,1.6727272727272726,Excellent
0, Graduate, No,7500000,15900000,2,535, Rejected,28100000,23200000,2.12,3.2264150943396226,Poor
4, Not Graduate, Yes,7100000,19400000,16,363, Rejected,26600000,20500000,2.732394366197183,2.4278350515463916,Poor
1, Not Graduate, Yes,8800000,28600000,8,631, Approved,32700000,24200000,3.25,1.9895104895104896,Fair
2, Not Graduate, No,8400000,20700000,6,513, Rejected,26700000,16900000,2.4642857142857144,2.106280193236715,Poor
0, Graduate, Yes,4700000,16200000,16,317, Rejected,11900000,13100000,3.4468085106382977,1.5432098765432098,Poor
1, Graduate, No,6900000,19500000,2,809, Approved,32200000,16700000,2.8260869565217392,2.5076923076923077,Excellent
3, Not Graduate, No,2400000,8200000,10,531, Rejected,7700000,8700000,3.4166666666666665,2.0,Poor
1, Not Graduate, Yes,1600000,4800000,14,544, Rejected,7400000,2400000,3.0,2.0416666666666665,Poor
0, Graduate, No,3500000,7800000,14,366, Rejected,18600000,9400000,2.2285714285714286,3.58974358974359,Poor
0, Not Graduate, No,3700000,12700000,14,797, Approved,16000000,2400000,3.4324324324324325,1.4488188976377954,Excellent
1, Not Graduate, No,3200000,12000000,16,597, Approved,9900000,8700000,3.75,1.55,Fair
2, Not Graduate, Yes,7000000,22500000,12,632, Approved,25300000,17100000,3.2142857142857144,1.8844444444444444,Fair
5, Not Graduate, No,9300000,28300000,12,741, Approved,37600000,20500000,3.043010752688172,2.0530035335689045,Good
0, Not Graduate, No,200000,800000,20,331, Rejected,600000,300000,4.0,1.125,Poor
4, Graduate, No,6900000,16500000,8,426, Rejected,27300000,9100000,2.391304347826087,2.206060606060606,Poor
3, Not Graduate, No,9000000,26500000,8,533, Rejected,33800000,29500000,2.9444444444444446,2.388679245283019,Poor
1, Not Graduate, No,6900000,22700000,16,394, Rejected,36100000,8100000,3.289855072463768,1.947136563876652,Poor
0, Graduate, No,7500000,25100000,14,877, Approved,27600000,32400000,3.3466666666666667,2.3904382470119523,Excellent
5, Not Graduate, No,9200000,28000000,8,527, Rejected,30800000,26400000,3.0434782608695654,2.0428571428571427,Poor
1, Graduate, No,4600000,12700000,8,468, Rejected,18400000,10400000,2.760869565217391,2.267716535433071,Poor
4, Graduate, Yes,5000000,19600000,18,611, Approved,19000000,17800000,3.92,1.8775510204081634,Fair
2, Graduate, No,4500000,17200000,6,832, Approved,17600000,11200000,3.8222222222222224,1.6744186046511629,Excellent
0, Graduate, No,7900000,22700000,18,508, Rejected,40500000,13600000,2.8734177215189876,2.383259911894273,Poor
5, Not Graduate, No,5100000,13500000,20,840, Approved,19200000,6700000,2.6470588235294117,1.9185185185185185,Excellent
4, Graduate, No,3700000,7600000,14,794, Approved,16600000,16800000,2.054054054054054,4.394736842105263,Excellent
1, Not Graduate, No,5300000,17800000,12,889, Approved,21700000,15800000,3.358490566037736,2.106741573033708,Excellent
4, Not Graduate, No,200000,500000,16,765, Approved,700000,700000,2.5,2.8,Excellent
3, Graduate, Yes,9000000,18600000,16,518, Rejected,39200000,36000000,2.066666666666667,4.043010752688172,Poor
3, Not Graduate, No,6900000,17100000,4,694, Approved,33000000,10300000,2.4782608695652173,2.5321637426900585,Good
2, Not Graduate, No,700000,2300000,8,663, Approved,3800000,1200000,3.2857142857142856,2.1739130434782608,Good
0, Graduate, No,2500000,8900000,2,662, Approved,12700000,6100000,3.56,2.1123595505617976,Good
0, Not Graduate, No,4600000,14400000,14,642, Approved,15900000,18800000,3.130434782608696,2.4097222222222223,Fair
4, Graduate, No,1000000,3900000,10,701, Approved,4900000,3200000,3.9,2.076923076923077,Good
4, Not Graduate, Yes,9200000,30100000,6,632, Approved,40400000,30300000,3.2717391304347827,2.3488372093023258,Fair
3, Graduate, Yes,2200000,4400000,2,861, Approved,6800000,3900000,2.0,2.4318181818181817,Excellent
4, Graduate, Yes,9700000,33300000,12,784, Approved,44400000,30400000,3.4329896907216493,2.2462462462462462,Excellent
0, Graduate, Yes,5500000,18200000,4,332, Approved,22000000,12100000,3.309090909090909,1.8736263736263736,Poor
4, Not Graduate, Yes,1300000,3400000,2,763, Approved,6500000,4000000,2.6153846153846154,3.088235294117647,Excellent
1, Not Graduate, Yes,7900000,19100000,2,593, Approved,33900000,33000000,2.4177215189873418,3.5026178010471205,Fair
2, Not Graduate, No,4300000,8800000,6,512, Rejected,19600000,13700000,2.046511627906977,3.784090909090909,Poor
0, Not Graduate, No,3800000,13300000,6,655, Approved,11200000,9600000,3.5,1.5639097744360901,Good
3, Not Graduate, No,8700000,24700000,8,369, Rejected,35900000,4800000,2.839080459770115,1.6477732793522266,Poor
3, Graduate, No,1300000,3100000,14,348, Rejected,4500000,2100000,2.3846153846153846,2.129032258064516,Poor
1, Not Graduate, Yes,6800000,16800000,10,736, Approved,29400000,4600000,2.4705882352941178,2.0238095238095237,Good
1, Not Graduate, No,9100000,24000000,20,353, Rejected,37000000,34300000,2.6373626373626373,2.970833333333333,Poor
0, Graduate, No,3000000,11300000,16,478, Rejected,11800000,7600000,3.7666666666666666,1.7168141592920354,Poor
0, Not Graduate, Yes,1200000,3000000,4,827, Approved,3800000,3800000,2.5,2.533333333333333,Excellent
1, Not Graduate, Yes,5000000,16900000,12,517, Rejected,20900000,3700000,3.38,1.455621301775148,Poor
5, Graduate, Yes,9700000,24700000,18,648, Approved,32000000,15700000,2.5463917525773194,1.9311740890688258,Fair
2, Not Graduate, Yes,7000000,23800000,10,689, Approved,23500000,13800000,3.4,1.5672268907563025,Good
1, Graduate, No,4100000,9100000,20,550, Approved,15600000,15100000,2.2195121951219514,3.3736263736263736,Poor
0, Graduate, Yes,5300000,12900000,20,826, Approved,17200000,22300000,2.4339622641509435,3.062015503875969,Excellent
1, Not Graduate, No,7300000,19200000,14,599, Approved,19600000,23800000,2.6301369863013697,2.2604166666666665,Fair
1, Graduate, No,6500000,18500000,16,815, Approved,17400000,16300000,2.8461538461538463,1.8216216216216217,Excellent
4, Graduate, Yes,600000,1400000,4,761, Approved,2400000,1300000,2.3333333333333335,2.642857142857143,Excellent
3, Not Graduate, Yes,5200000,15000000,20,432, Rejected,20700000,11900000,2.8846153846153846,2.1733333333333333,Poor
4, Not Graduate, Yes,2800000,9200000,18,442, Rejected,9700000,10600000,3.2857142857142856,2.2065217391304346,Poor
1, Graduate, Yes,7800000,23300000,6,620, Approved,29800000,5600000,2.9871794871794872,1.51931330472103,Fair
2, Graduate, No,3000000,6500000,4,476, Rejected,10900000,8200000,2.1666666666666665,2.9384615384615387,Poor
4, Graduate, No,9300000,34900000,6,837, Approved,29900000,28200000,3.752688172043011,1.664756446991404,Excellent
3, Not Graduate, Yes,5100000,18000000,6,510, Rejected,24800000,20000000,3.5294117647058822,2.488888888888889,Poor
4, Not Graduate, Yes,4300000,16100000,18,849, Approved,23500000,10400000,3.744186046511628,2.1055900621118013,Excellent
3, Graduate, No,1100000,2100000,8,737, Approved,3400000,4900000,1.9090909090909092,3.9523809523809526,Good
2, Graduate, No,6500000,16200000,10,809, Approved,21800000,18700000,2.4923076923076923,2.5,Excellent
3, Not Graduate, No,6400000,23000000,8,520, Rejected,19800000,23500000,3.59375,1.882608695652174,Poor
2, Not Graduate, No,7400000,22500000,16,834, Approved,21700000,19000000,3.0405405405405403,1.808888888888889,Excellent
4, Graduate, No,8700000,32100000,8,397, Rejected,39500000,25900000,3.689655172413793,2.0373831775700935,Poor
0, Not Graduate, No,9200000,24700000,14,438, Rejected,31300000,20800000,2.6847826086956523,2.1093117408906883,Poor
1, Graduate, Yes,6200000,19700000,18,820, Approved,20300000,14600000,3.1774193548387095,1.7715736040609138,Excellent
1, Not Graduate, No,1200000,4600000,20,323, Rejected,4000000,3700000,3.8333333333333335,1.673913043478261,Poor
1, Not Graduate, Yes,7000000,20300000,14,837, Approved,25200000,9900000,2.9,1.729064039408867,Excellent
5, Graduate, Yes,3800000,10100000,2,571, Approved,15900000,14000000,2.6578947368421053,2.9603960396039604,Fair
0, Graduate, No,4900000,16300000,14,479, Rejected,21300000,8000000,3.326530612244898,1.7975460122699387,Poor
2, Graduate, Yes,7800000,22100000,6,533, Rejected,30100000,14400000,2.8333333333333335,2.013574660633484,Poor
1, Not Graduate, Yes,7400000,17200000,8,899, Approved,21600000,25200000,2.324324324324324,2.7209302325581395,Excellent
1, Not Graduate, No,7000000,26600000,16,460, Rejected,32300000,23800000,3.8,2.1090225563909772,Poor
1, Not Graduate, No,4900000,12500000,2,636, Approved,18900000,20600000,2.5510204081632653,3.16,Fair
3, Not Graduate, No,5800000,20600000,20,434, Rejected,29600000,11100000,3.5517241379310347,1.9757281553398058,Poor
5, Not Graduate, No,2000000,6900000,18,516, Rejected,8100000,8000000,3.45,2.3333333333333335,Poor
4, Graduate, No,8300000,24600000,2,382, Rejected,23300000,2600000,2.963855421686747,1.0528455284552845,Poor
0, Graduate, Yes,1000000,2800000,12,616, Approved,4600000,1400000,2.8,2.142857142857143,Fair
3, Graduate, No,5500000,11600000,6,745, Approved,18200000,17400000,2.109090909090909,3.0689655172413794,Good
5, Graduate, No,1400000,3400000,6,697, Approved,6200000,2500000,2.4285714285714284,2.5588235294117645,Good
4, Graduate, No,3700000,12300000,6,364, Rejected,18100000,10100000,3.324324324324324,2.292682926829268,Poor
2, Not Graduate, Yes,2100000,6900000,2,566, Approved,9100000,2200000,3.2857142857142856,1.6376811594202898,Fair
4, Not Graduate, No,6200000,21900000,12,462, Rejected,24900000,11400000,3.532258064516129,1.6575342465753424,Poor
0, Not Graduate, No,9300000,31900000,2,331, Approved,31700000,18300000,3.4301075268817205,1.567398119122257,Poor
3, Not Graduate, Yes,5100000,10300000,12,839, Approved,18200000,18800000,2.019607843137255,3.592233009708738,Excellent
0, Graduate, Yes,7000000,14000000,4,702, Approved,29000000,12100000,2.0,2.9357142857142855,Good
3, Graduate, Yes,5300000,17900000,2,580, Approved,15200000,16600000,3.3773584905660377,1.776536312849162,Fair
3, Graduate, No,900000,2800000,10,560, Approved,3200000,3000000,3.111111111111111,2.2142857142857144,Fair
4, Not Graduate, Yes,9400000,25700000,14,845, Approved,38700000,31400000,2.734042553191489,2.727626459143969,Excellent
4, Not Graduate, Yes,2600000,8500000,4,392, Approved,11700000,5600000,3.269230769230769,2.0352941176470587,Poor
2, Graduate, No,1500000,4900000,16,387, Rejected,5000000,2300000,3.2666666666666666,1.489795918367347,Poor
1, Graduate, Yes,1800000,6300000,12,749, Approved,6500000,4400000,3.5,1.7301587301587302,Good
3, Graduate, Yes,7800000,20000000,14,727, Approved,25900000,11800000,2.5641025641025643,1.885,Good
3, Graduate, Yes,2100000,7400000,14,656, Approved,8000000,6000000,3.5238095238095237,1.8918918918918919,Good
0, Not Graduate, Yes,8300000,17500000,20,643, Approved,23900000,33700000,2.108433734939759,3.2914285714285714,Fair
2, Not Graduate, Yes,4400000,16800000,4,307, Approved,15500000,20000000,3.8181818181818183,2.113095238095238,Poor
2, Not Graduate, No,2300000,5000000,16,588, Approved,8500000,5500000,2.1739130434782608,2.8,Fair
3, Graduate, Yes,7700000,22300000,20,895, Approved,33000000,35500000,2.896103896103896,3.071748878923767,Excellent
0, Not Graduate, Yes,9300000,29400000,10,351, Rejected,41900000,31000000,3.161290322580645,2.479591836734694,Poor
5, Not Graduate, No,5900000,16400000,12,891, Approved,24300000,20600000,2.7796610169491527,2.7378048780487805,Excellent
5, Not Graduate, Yes,1900000,4900000,4,442, Rejected,6700000,5300000,2.5789473684210527,2.4489795918367347,Poor
